75,-0.331704015,-0.310921213,-0.091609945,-0.091365152
76,-0.361876751,-0.340823861,-0.105493777,-0.093471479
77,-0.392049486,-0.370726508,-0.119377608,-0.095576904
78,-0.422222222,-0.386064332,-0.127306306,-0.097680828
79,-0.432529262,-0.393885024,-0.132161467,-0.099784751
80,-0.441314026,-0.401705717,-0.137016628,-0.101888674
81,-0.45009879,-0.409526409,-0.141871789,-0.103992598
82,-0.458883553,-0.417347101,-0.14672695,-0.106096521
83,-0.467668317,-0.425167794,-0.151582111,-0.108200444
84,-0.476453081,-0.432988486,-0.156437272,-0.110304368
85,-0.485237845,-0.440809178,-0.161292433,-0.112408291
86,-0.494022609,-0.448629871,-0.166147594,-0.114512215
87,-0.502807373,-0.456450563,-0.171002755,-0.116616138
88,-0.511592137,-0.464271256,-0.175857916,-0.118720061
89,-0.520376901,-0.472091948,-0.180713077,-0.120823985
90,-0.529161665,-0.47991264,-0.185568238,-0.122927908
91,-0.537946428,-0.487733333,-0.190423399,-0.125031831
93,-0.555515956,-0.503374717,-0.200133721,-0.129239678
94,-0.56430072,-0.51119541,-0.204988882,-0.131343601
95,-0.573085484,-0.519016102,-0.209844043,-0.133447525
96,-0.581870248,-0.526627837,-0.213839697,-0.135062559
97,-0.586545868,-0.531347326,-0.216672118,-0.136015944
98,-0.591192032,-0.536066816,-0.219504539,-0.13696933
100,-0.60048436,-0.545505795,-0.225169381,-0.1388761
101,-0.605130525,-0.550225284,-0.228001802,-0.139829485
102,-0.609776689,-0.554944773,-0.230834223,-0.14078287
103,-0.614422853,-0.559664263,-0.233666644,-0.141736256
105,-0.623715181,-0.569103242,-0.239331485,-0.143643026
106,-0.628361345,-0.573822731,-0.242163906,-0.144596411
108,-0.637653673,-0.58326171,-0.247828748,-0.146503182
110,-0.646946001,-0.592700689,-0.25349359,-0.148409952
111,-0.651592165,-0.596775147,-0.256326011,-0.149368008
112,-0.65501806,-0.599914236,-0.258721545,-0.150413692
113,-0.65769356,-0.603053325,-0.260923593,-0.151459376
115,-0.66304456,-0.609331503,-0.265327688,-0.153550743
116,-0.66572006,-0.612470592,-0.267529735,-0.154596427
117,-0.66839556,-0.615609681,-0.269731783,-0.155642111
118,-0.67107106,-0.61874877,-0.27193383,-0.156687795
120,-0.67642206,-0.625026948,-0.276337925,-0.158779163
121,-0.67909756,-0.628166037,-0.278539972,-0.159824847
122,-0.68177306,-0.631305126,-0.28074202,-0.160870531
123,-0.68444856,-0.634444215,-0.282944067,-0.161916215
125,-0.68979956,-0.640722393,-0.287348162,-0.164007583
126,-0.69247506,-0.643861482,-0.28955021,-0.165053267
128,-0.69782606,-0.65013966,-0.293954305,-0.167144635
131,-0.705852561,-0.659556927,-0.300560447,-0.170281687
133,-0.711203561,-0.665835105,-0.304964542,-0.172373055
136,-0.719332733,-0.674957421,-0.311570684,-0.175328849
138,-0.725423503,-0.679683969,-0.314874793,-0.176466685
141,-0.734559657,-0.68677379,-0.319499092,-0.178173439
143,-0.740650427,-0.691500337,-0.322581959,-0.179311276
146,-0.749786581,-0.698590158,-0.327206259,-0.18101803
148,-0.755877351,-0.703316706,-0.330289125,-0.182155866
151,-0.765013505,-0.710406527,-0.334913425,-0.18386262
154,-0.77414966,-0.717496348,-0.339537724,-0.185569374
155,-0.777195045,-0.719859622,-0.341079158,-0.186138292
156,-0.780240429,-0.722222896,-0.342620591,-0.18670721
157,-0.783285814,-0.724586169,-0.344162024,-0.187276128
158,-0.786331199,-0.726949443,-0.345703457,-0.187845047
161,-0.795467353,-0.734039264,-0.350327757,-0.189551801
166,-0.810694277,-0.745855633,-0.358034923,-0.192396391
171,-0.825921202,-0.757672002,-0.365742089,-0.195227159
176,-0.836545051,-0.767963415,-0.372674608,-0.197869095
181,-0.846547969,-0.777830144,-0.379391396,-0.200511032
186,-0.856550887,-0.787696874,-0.386108183,-0.203152968
191,-0.866553805,-0.797563603,-0.392824971,-0.205794905
194,-0.872555555,-0.80348364,-0.396855043,-0.207380066
196,-0.876556722,-0.807430332,-0.399541758,-0.208436841
197,-0.878557306,-0.809403678,-0.400885116,-0.208965228
199,-0.882558473,-0.813350369,-0.403571831,-0.210022003
200,-0.884559057,-0.815323715,-0.404915188,-0.21055039
202,-0.888560224,-0.819270407,-0.407601903,-0.211607165
205,-0.894561975,-0.825190444,-0.411631976,-0.213192327
210,-0.904564892,-0.835057174,-0.418348763,-0.215834263
215,-0.91456781,-0.844923903,-0.425065551,-0.218476199
218,-0.920569561,-0.85084394,-0.429095623,-0.220061361
220,-0.924570728,-0.854790632,-0.431782338,-0.221118136
223,-0.930572479,-0.860710669,-0.435812411,-0.222703298
225,-0.934573646,-0.864657361,-0.438499126,-0.223760072
228,-0.940575397,-0.870577399,-0.442529198,-0.225345234
233,-0.950578315,-0.880444128,-0.449245986,-0.22798717
238,-0.958937023,-0.888491856,-0.455152644,-0.230170942
243,-0.965439768,-0.894894972,-0.460326842,-0.232045024
246,-0.969341415,-0.898736842,-0.46343136,-0.233169474
248,-0.971942513,-0.901298089,-0.465501039,-0.233919107
251,-0.97584416,-0.905139959,-0.468605557,-0.235043557
253,-0.978445258,-0.907701206,-0.470675236,-0.23579319
256,-0.982346904,-0.911543076,-0.473779755,-0.23691764
258,-0.984948002,-0.914104322,-0.475849434,-0.237667273
261,-0.988849649,-0.917946193,-0.478953952,-0.238791723
263,-0.991450747,-0.920507439,-0.481023631,-0.239541356
266,-0.995352394,-0.924349309,-0.48412815,-0.240665806
271,-1.001855139,-0.930752426,-0.489302347,-0.242539889
276,-1.008089741,-0.936917822,-0.493688091,-0.244457946
281,-1.014172954,-0.942935519,-0.497824581,-0.246395918
286,-1.020256167,-0.948953217,-0.50196107,-0.248333891
295,-1.03120595,-0.959785073,-0.509406751,-0.251822241
297,-1.033639235,-0.962192152,-0.511061347,-0.25259743
302,-1.039722448,-0.96820985,-0.515197836,-0.254535402
307,-1.045805661,-0.974227547,-0.519334326,-0.256473374
312,-1.051888873,-0.980214307,-0.523469989,-0.258409057
317,-1.057547975,-0.984848588,-0.527569546,-0.26024468
320,-1.060913927,-0.987629157,-0.53002928,-0.261346053
322,-1.063157895,-0.98948287,-0.531669102,-0.262080302
327,-1.068767814,-0.994117151,-0.535768659,-0.263915924
